SUBKEY,LUMAPCODE,TIMESTEP
55_125_20265_2,88,5
55_31_20298_2,89,5
55_83_20108_2,90,5
55_85_20630_1,91,5
55_99_29025_4,92,5
55_41_20290_1,93,5
55_85_20525_2,94,5
55_75_20730_2,95,5
55_85_20634_1,96,5
55_113_20206_1,97,5
55_67_20130_3,98,5
55_75_20072_1,99,5
55_3_20630_2,100,5
55_85_20271_4,101,5
55_3_20189_1,102,5
55_69_20356_2,103,5
55_51_20399_1,104,5
55_69_20396_2,105,5
55_13_20084_3,106,5
55_75_20410_3,107,5
55_3_20294_2,108,5
55_129_20221_3,109,5
55_113_29025_2,110,5
55_37_20060_3,111,5
55_7_20706_2,112,5
55_125_20395_1,113,5
55_3_20001_3,114,5
55_51_20388_4,115,5
55_3_20528_4,116,5
55_41_20264_4,117,5
55_85_20499_2,118,5
55_119_20254_2,119,5
55_31_20638_4,120,5
55_75_20462_2,121,5
55_31_20435_2,122,5
55_37_20039_3,123,5
55_3_20384_2,124,5
55_69_20389_2,125,5
55_113_20591_2,126,5
55_99_20588_2,127,5
55_85_20577_3,128,5
55_7_20648_2,129,5
55_67_20466_1,130,5
55_67_20466_4,131,5
55_69_20396_1,132,5
55_3_20642_4,133,5
55_3_20307_2,134,5
55_135_20077_3,135,5
55_75_20588_4,136,5
55_7_20636_1,137,5
55_125_20485_3,138,5
55_41_29034_3,139,5
55_85_20429_4,140,5
55_29_20483_2,141,5
55_41_20361_4,142,5
55_85_20439_2,143,5
55_51_20299_3,144,5
55_119_20178_1,145,5
55_125_20234_3,146,5
55_3_20214_2,147,5
55_119_29001_4,148,5
55_3_20604_3,149,5
55_107_20416_3,150,5
55_125_29006_1,151,5
55_125_20003_4,152,5
55_31_20699_2,153,5
55_3_20330_2,154,5
55_41_20341_4,155,5
55_75_20389_3,156,5
55_37_20027_2,157,5
55_3_20102_4,158,5
55_3_20445_4,159,5
55_119_20171_2,160,5
55_31_20561_4,161,5
55_7_20310_1,162,5
55_37_20213_4,163,5
55_41_20321_1,164,5
55_31_20410_1,165,5
55_31_20001_1,166,5
55_83_20399_3,167,5
55_75_20266_2,168,5
55_125_20294_3,169,5
55_7_20167_2,170,5
55_41_20210_1,171,5
55_51_20059_1,172,5
55_125_20457_1,173,5
55_125_20412_1,174,5
55_41_20388_4,175,5
55_37_20143_1,176,5
55_115_20314_3,177,5
55_125_20003_1,178,5
55_85_20515_2,179,5
55_75_20610_1,180,5
55_85_20516_2,181,5
55_51_20395_1,182,5
55_51_20091_2,183,5
55_75_20088_3,184,5
55_41_20362_4,185,5
55_69_20389_3,186,5
55_83_20457_3,187,5
55_41_20069_4,188,5
55_51_20059_4,189,5
55_51_20316_3,190,5
55_41_20149_4,191,5
55_69_20200_1,192,5
55_125_20398_2,193,5
55_75_20188_1,194,5
55_85_20558_2,195,5
55_125_20437_4,196,5
55_3_20246_2,197,5
55_99_20538_3,198,5
55_67_20352_1,199,5
55_7_20708_1,200,5
55_99_20551_4,201,5
55_119_20128_4,202,5
55_7_20544_2,203,5
55_85_20586_3,204,5
55_3_20184_2,205,5
55_99_20159_1,206,5
55_113_20588_2,207,5
55_3_20198_4,208,5
55_78_20244_4,209,5
55_41_29066_3,210,5
55_7_20743_2,211,5
55_85_20504_4,212,5
55_37_20139_1,213,5
55_113_20063_2,214,5
55_69_20415_1,215,5
55_3_20585_4,216,5
55_75_20679_3,217,5
55_85_20586_1,218,5
55_99_20361_4,219,5
55_3_20588_2,220,5
55_85_20189_2,221,5
55_7_20648_1,222,5
55_119_20415_4,223,5
55_85_20236_3,224,5
55_41_20299_1,225,5
55_73_20737_3,226,5
55_41_20097_4,227,5
55_67_20444_2,228,5
55_99_20535_1,229,5
55_75_20420_2,230,5
55_113_20317_2,231,5
55_99_20548_3,232,5
55_41_20324_4,233,5
55_67_20256_4,234,5
55_99_20285_1,235,5
55_85_20439_1,236,5
55_83_20109_4,237,5
55_31_20552_4,238,5
55_51_20231_1,239,5
55_41_20363_4,240,5
55_7_29043_1,241,5
55_75_20526_2,242,5
55_37_20139_3,243,5
55_125_20027_4,244,5
55_41_20395_2,245,5
55_69_20375_3,246,5
55_51_20205_2,247,5
55_67_20254_4,248,5
55_67_20034_1,249,5
55_99_20496_1,250,5
55_99_20496_4,251,5
55_99_20464_4,252,5
55_41_29079_4,253,5
55_41_20390_4,254,5
55_99_20532_3,255,5
55_69_20426_2,256,5
55_73_20743_1,257,5
55_99_20022_3,258,5
55_83_20030_1,259,5
55_69_20354_3,260,5
55_51_20091_4,261,5
55_85_20022_1,262,5
55_99_20486_2,263,5
55_83_20431_4,264,5
55_31_20239_3,265,5
55_69_20175_1,266,5
55_41_20022_1,267,5
55_99_20467_4,268,5
55_113_20200_4,269,5
55_3_20297_3,270,5
55_99_20486_3,271,5
55_69_20438_4,272,5
55_7_20716_3,273,5
55_99_20532_1,274,5
55_69_20369_1,275,5
55_51_20386_4,276,5
55_51_20359_3,277,5
55_7_20040_1,278,5
55_51_20060_2,279,5
55_125_20379_4,280,5
55_3_20345_4,281,5
55_31_20313_2,282,5
55_99_20526_1,283,5
55_7_20039_4,284,5
55_99_20527_1,285,5
55_85_20130_3,286,5
55_73_20645_4,287,5
55_51_20228_2,288,5
55_51_20140_1,289,5
55_85_20213_2,290,5
55_3_20529_2,291,5
55_41_20417_2,292,5
55_69_20384_1,293,5
55_77_20213_3,294,5
55_119_29022_2,295,5
55_13_20003_1,296,5
55_107_20126_1,297,5
55_37_20165_1,298,5
55_129_20255_1,299,5
55_3_20097_2,300,5
55_51_20162_1,301,5
55_41_29016_1,302,5
55_85_20466_3,303,5
55_3_20002_2,304,5
55_75_20584_4,305,5
55_99_20437_2,306,5
55_89_20002_4,307,5
55_99_20571_1,308,5
55_3_20041_3,309,5
55_37_20249_3,310,5
55_113_20607_4,311,5
55_3_20609_1,312,5
55_85_20013_1,313,5
55_75_20681_4,314,5
55_51_20425_3,315,5
55_51_20399_3,316,5
55_3_20638_1,317,5
55_7_20203_1,318,5
55_113_20474_2,319,5
55_75_20358_1,320,5
55_37_20228_2,321,5
55_7_20708_3,322,5
55_75_20291_2,323,5
55_51_20074_1,324,5
55_75_20656_1,325,5
55_67_20392_3,326,5
55_41_20396_2,327,5
55_41_20212_2,328,5
55_137_20205_4,329,5
55_85_20032_1,330,5
55_99_20541_1,331,5
55_41_29032_3,332,5
55_85_20584_1,333,5
55_13_20420_1,334,5
55_75_20472_4,335,5
55_99_20541_4,336,5
55_37_20017_1,337,5
55_85_20579_2,338,5
55_85_20575_3,339,5
55_41_20346_1,340,5
55_99_29025_2,341,5
55_85_20397_3,342,5
55_125_20505_3,343,5
55_83_20457_2,344,5
55_51_20411_3,345,5
55_119_20426_1,346,5
55_75_20615_1,347,5
55_99_20358_1,348,5
55_99_20358_2,349,5
55_113_20451_1,350,5
55_3_20113_2,351,5
55_85_20417_1,352,5
55_78_20095_2,353,5
55_125_20211_2,354,5
55_113_20147_2,355,5
55_141_20120_4,356,5
55_85_20102_4,357,5
55_51_20018_2,358,5
55_7_20396_3,359,5
55_19_20595_4,360,5
55_85_20423_1,361,5
55_141_20283_4,362,5
55_31_20657_2,363,5
55_3_20585_1,364,5
55_7_20519_1,365,5
55_85_20227_1,366,5
55_41_20417_4,367,5
55_113_20223_3,368,5
55_41_20236_3,369,5
55_129_20399_2,370,5
55_95_20131_1,371,5
55_53_20279_2,372,5
55_81_20160_4,373,5
55_31_20467_4,374,5
55_13_20282_1,375,5
55_57_20046_4,376,5
55_125_20217_2,377,5
55_31_20611_2,378,5
55_81_20432_3,379,5
55_1_20312_2,380,5
55_53_20279_1,381,5
55_43_20419_2,382,5
55_137_20267_1,383,5
55_31_20444_2,384,5
55_57_20046_1,385,5
55_85_20469_4,386,5
55_13_20436_4,387,5
55_53_20420_3,388,5
55_1_20210_1,389,5
55_81_20463_3,390,5
55_1_20133_3,391,5
55_83_20429_1,392,5
55_31_20708_3,393,5
55_85_20078_1,394,5
55_81_20017_2,395,5
55_53_20371_4,396,5
55_85_20469_3,397,5
55_125_20462_3,398,5
55_137_20267_3,399,5
55_81_20421_4,400,5
55_13_20372_2,401,5
55_13_20436_2,402,5
55_81_20115_3,403,5
55_57_20255_3,404,5
55_7_20086_4,405,5
55_53_20418_4,406,5
55_75_20687_1,407,5
55_125_20377_3,408,5
55_1_20060_4,409,5
55_85_20223_1,410,5
55_1_20249_4,411,5
55_7_20764_3,412,5
55_5_20073_2,413,5
55_1_20071_3,414,5
55_109_20276_3,415,5
55_81_20418_4,416,5
55_129_20228_3,417,5
55_31_20356_1,418,5
55_31_20609_1,419,5
55_85_20631_1,420,5
55_137_20220_1,421,5
55_85_20223_3,422,5
55_97_20025_4,423,5
55_1_20207_3,424,5
55_137_20293_2,425,5
55_115_20404_2,426,5
55_75_20010_1,427,5
55_57_20283_4,428,5
55_81_20434_4,429,5
55_141_20404_1,430,5
55_85_20505_3,431,5
55_53_20102_4,432,5
55_85_20308_4,433,5
55_125_20323_2,434,5
55_81_20226_2,435,5
55_81_20444_2,436,5
55_1_20179_1,437,5
55_29_20477_1,438,5
55_53_20401_3,439,5
55_57_20392_3,440,5
55_137_20071_1,441,5
55_19_20219_1,442,5
55_78_20095_4,443,5
55_99_20137_2,444,5
55_75_20350_4,445,5
55_85_20194_4,446,5
55_57_20393_4,447,5
55_57_20345_2,448,5
55_75_20524_2,449,5
55_85_20308_2,450,5
55_129_20070_1,451,5
55_57_20393_1,452,5
55_81_20044_1,453,5
55_1_20255_3,454,5
55_57_20329_2,455,5
55_85_20331_1,456,5
55_29_20511_4,457,5
55_19_20442_3,458,5
55_53_20470_2,459,5
55_7_20424_3,460,5
55_57_20283_1,461,5
55_111_20324_4,462,5
55_97_20236_4,463,5
55_81_20044_4,464,5
55_137_20060_1,465,5
55_53_20175_3,466,5
55_81_20141_3,467,5
55_19_20571_1,468,5
55_81_20369_1,469,5
55_125_20450_4,470,5
55_135_20186_4,471,5
55_7_20268_2,472,5
55_135_20183_4,473,5
55_19_20428_1,474,5
55_85_20032_4,475,5
55_35_20322_2,476,5
55_125_20390_2,477,5
55_19_20410_1,478,5
55_53_20510_1,479,5
55_135_20360_4,480,5
55_141_20283_3,481,5
55_53_20429_1,482,5
55_1_20248_1,483,5
55_81_20252_3,484,5
55_53_20470_4,485,5
55_125_20446_3,486,5
55_81_20210_2,487,5
55_35_20293_1,488,5
55_19_20383_2,489,5
55_29_20483_4,490,5
55_29_20083_4,491,5
55_29_20015_3,492,5
55_89_20001_2,493,5
55_115_20414_2,494,5
55_29_20015_1,495,5
55_71_20162_2,496,5
55_71_20384_3,497,5
55_78_20211_3,498,5
55_78_20209_2,499,5
55_78_20055_3,500,5
55_78_20107_4,501,5
55_125_20091_4,502,5
55_78_20210_4,503,5
55_67_20373_4,504,5
55_7_20718_2,505,5
55_78_20004_3,506,5
55_123_20138_2,507,5
55_121_20247_2,508,5
55_53_20162_4,509,5
55_93_20178_2,510,5
55_49_20038_1,511,5
55_23_20283_3,512,5
55_121_20076_2,513,5
55_111_20401_3,514,5
55_65_20173_1,515,5
55_43_20562_1,516,5
55_129_20145_1,517,5
55_17_20430_1,518,5
55_123_20277_2,519,5
55_33_20414_1,520,5
55_45_20087_3,521,5
55_65_20252_1,522,5
55_137_20219_1,523,5
55_63_20100_2,524,5
55_93_20041_4,525,5
55_41_20175_2,526,5
55_13_20437_1,527,5
55_33_20198_4,528,5
55_1_20032_4,529,5
55_7_20455_3,530,5
55_51_20101_4,531,5
55_7_20573_3,532,5
55_75_20500_2,533,5
55_113_20469_4,534,5
55_7_20286_3,535,5
55_57_20413_1,536,5
55_53_20277_1,537,5
55_7_20392_4,538,5
55_3_20531_3,539,5
55_75_20593_2,540,5
55_51_20336_2,541,5
55_19_20489_4,542,5
55_41_20130_4,543,5
55_97_20333_2,544,5
55_129_20004_4,545,5
55_83_20393_4,546,5
55_81_20422_2,547,5
55_35_20022_3,548,5
55_78_20205_2,549,5
55_5_20386_3,550,5
55_129_20465_1,551,5
55_53_20277_4,552,5
55_113_20532_1,553,5
55_125_29012_4,554,5
55_31_20517_1,555,5
55_115_20105_4,556,5
55_119_20311_2,557,5
55_69_20235_4,558,5
55_115_20027_2,559,5
55_97_20124_4,560,5
55_125_20384_1,561,5
55_53_20438_3,562,5
55_141_20201_3,563,5
55_57_20385_2,564,5
55_41_20318_1,565,5
55_19_20121_4,566,5
55_113_20363_4,567,5
55_125_20230_2,568,5
55_13_20219_1,569,5
55_95_20097_4,570,5
55_53_20459_3,571,5
55_19_20111_2,572,5
55_78_20007_3,573,5
55_13_20402_2,574,5
55_3_20642_1,575,5
55_119_20249_1,576,5
55_113_20470_3,577,5
55_97_20187_1,578,5
55_99_29011_1,579,5
55_53_20263_2,580,5
55_125_20437_1,581,5
55_119_20087_2,582,5
55_119_20089_4,583,5
55_75_20143_2,584,5
55_141_20381_4,585,5
55_97_20159_3,586,5
55_85_20265_3,587,5
55_11_20305_3,588,5
55_69_20390_3,589,5
55_75_20621_3,590,5
55_111_20133_2,591,5
55_19_20497_1,592,5
55_3_20217_3,593,5
55_7_20472_2,594,5
55_13_20040_2,595,5
55_7_20636_2,596,5
55_17_20517_1,597,5
55_1_20208_4,598,5
55_119_20040_3,599,5
55_115_20018_2,600,5
55_75_20394_2,601,5
55_75_20291_1,602,5
55_141_20230_3,603,5
55_69_20070_4,604,5
55_107_20164_2,605,5
55_75_20664_3,606,5
55_119_20231_4,607,5
55_78_20055_2,608,5
55_7_20569_4,609,5
55_83_20036_4,610,5
55_7_29005_4,611,5
55_17_20445_4,612,5
55_31_20290_4,613,5
55_7_20654_4,614,5
55_67_20329_4,615,5
55_33_20414_3,616,5
55_19_20021_4,617,5
55_113_20548_2,618,5
55_31_20714_3,619,5
55_75_20308_4,620,5
55_83_20485_1,621,5
55_31_20592_2,622,5
55_35_20303_3,623,5
55_31_20290_2,624,5
55_35_20117_2,625,5
55_107_20363_1,626,5
55_107_20225_3,627,5
55_5_20078_1,628,5
55_13_20397_1,629,5
55_69_20249_1,630,5
55_7_20205_4,631,5
55_107_20281_2,632,5
55_13_20263_4,633,5
55_7_20330_3,634,5
55_57_20296_1,635,5
55_125_20043_3,636,5
55_7_20572_4,637,5
55_11_20085_3,638,5
55_119_20114_1,639,5
55_67_20417_2,640,5
55_119_20431_4,641,5
55_19_20464_3,642,5
55_113_20121_1,643,5
55_67_20329_3,644,5
55_78_20128_4,645,5
55_5_20408_4,646,5
55_57_20047_4,647,5
55_95_20363_3,648,5
55_19_20497_3,649,5
55_75_20433_3,650,5
55_83_20105_2,651,5
55_7_20126_1,652,5
55_85_20095_4,653,5
55_33_20125_1,654,5
55_141_20230_2,655,5
55_129_20091_4,656,5
55_115_20269_3,657,5
55_129_20415_3,658,5
55_67_20244_2,659,5
55_31_20663_1,660,5
55_7_20392_3,661,5
55_135_20085_2,662,5
55_113_20612_3,663,5
55_35_20292_3,664,5
55_51_20101_2,665,5
55_129_20016_3,666,5
55_7_20649_4,667,5
55_75_20729_3,668,5
55_113_29009_3,669,5
55_83_20324_1,670,5
55_83_20397_4,671,5
55_113_20537_3,672,5
55_41_20402_3,673,5
55_41_20059_4,674,5
55_3_20102_1,675,5
55_107_20164_1,676,5
55_13_20393_3,677,5
55_3_20113_3,678,5
55_85_20355_1,679,5
55_31_20600_4,680,5
55_53_20421_3,681,5
55_109_20353_2,682,5
55_7_20711_4,683,5
55_53_20213_3,684,5
55_19_20507_3,685,5
55_125_20385_4,686,5
55_33_20331_1,687,5
55_119_20381_3,688,5
55_33_20201_3,689,5
55_7_20377_1,690,5
55_13_20457_4,691,5
55_53_20371_2,692,5
55_19_20554_3,693,5
55_99_20023_2,694,5
55_69_20353_1,695,5
55_119_20441_4,696,5
55_85_20611_2,697,5
55_113_20231_3,698,5
55_7_20431_3,699,5
55_41_20374_3,700,5
55_95_20097_3,701,5
55_31_20122_1,702,5
55_3_20307_3,703,5
55_75_20733_3,704,5
55_41_20088_2,705,5
55_83_20348_3,706,5
55_113_20123_2,707,5
55_111_20323_2,708,5
55_7_20684_1,709,5
55_33_20319_4,710,5
55_69_20290_4,711,5
55_73_20296_2,712,5
55_75_20676_1,713,5
55_53_20203_1,714,5
55_111_20421_3,715,5
55_75_20729_4,716,5
55_67_20003_4,717,5
55_113_20096_1,718,5
55_3_20059_1,719,5
55_83_20067_3,720,5
55_13_20199_3,721,5
55_129_20294_2,722,5
55_85_20449_1,723,5
55_5_20423_1,724,5
55_99_20553_1,725,5
55_85_20499_1,726,5
55_69_20089_2,727,5
55_7_20521_2,728,5
55_119_20375_4,729,5
55_81_20402_2,730,5
55_129_20096_1,731,5
55_13_20427_2,732,5
55_67_20244_4,733,5
55_85_20632_4,734,5
55_3_20225_1,735,5
55_73_20677_3,736,5
55_75_20546_1,737,5
55_141_20053_2,738,5
55_73_20727_2,739,5
55_129_20409_1,740,5
55_53_20043_2,741,5
55_99_20551_3,742,5
55_81_20066_1,743,5
55_85_20582_4,744,5
55_75_20273_4,745,5
55_109_20320_4,746,5
55_85_20503_1,747,5
55_83_20432_2,748,5
55_75_20226_1,749,5
55_125_20468_2,750,5
55_73_20641_3,751,5
55_111_20395_3,752,5
55_89_20003_4,753,5
55_85_20400_2,754,5
55_41_20132_4,755,5
55_119_20034_2,756,5
55_37_20235_1,757,5
55_41_20310_2,758,5
55_107_20417_1,759,5
55_41_20043_3,760,5
55_67_20407_1,761,5
55_69_20392_2,762,5
55_109_20111_2,763,5
55_107_20429_1,764,5
55_99_20047_3,765,5
55_41_20419_4,766,5
55_31_20498_4,767,5
55_113_29011_3,768,5
55_123_20289_3,769,5
55_51_20386_1,770,5
55_13_20246_3,771,5
55_3_20106_4,772,5
55_95_20436_3,773,5
55_95_20185_4,774,5
55_7_20134_1,775,5
55_23_20278_2,776,5
55_99_20554_4,777,5
55_19_20481_2,778,5
55_7_20575_2,779,5
55_69_20231_1,780,5
55_83_29005_4,781,5
55_67_20402_3,782,5
55_115_20401_2,783,5
55_37_20116_4,784,5
55_113_20579_3,785,5
55_109_20141_1,786,5
55_7_29027_2,787,5
55_78_20225_3,788,5
55_31_20588_4,789,5
55_129_20207_1,790,5
55_7_20094_3,791,5
55_119_20387_2,792,5
55_123_20185_3,793,5
55_115_20399_4,794,5
55_67_20129_2,795,5
55_99_20565_2,796,5
55_129_20264_1,797,5
55_113_20593_1,798,5
55_99_20565_4,799,5
55_103_20222_4,800,5
55_107_20166_3,801,5
55_115_20395_4,802,5
55_78_20213_1,803,5
55_113_20323_3,804,5
55_5_20315_4,805,5
55_78_20036_3,806,5
55_7_20604_1,807,5
55_67_20197_2,808,5
55_19_20559_1,809,5
55_7_20506_1,810,5
55_7_20452_4,811,5
55_103_20222_1,812,5
55_67_20279_2,813,5
55_31_20298_4,814,5
55_7_20622_1,815,5
55_7_20171_2,816,5
55_75_20617_4,817,5
55_43_20425_2,818,5
55_75_20579_4,819,5
55_95_20436_1,820,5
55_7_20650_1,821,5
55_125_20294_1,822,5
55_71_20174_2,823,5
55_78_20228_4,824,5
55_41_20347_2,825,5
55_41_20081_3,826,5
55_75_20603_2,827,5
55_13_20094_4,828,5
55_51_20188_2,829,5
55_37_20020_1,830,5
55_41_20370_4,831,5
55_78_20085_1,832,5
55_45_20244_3,833,5
55_73_20129_2,834,5
55_31_20594_1,835,5
55_85_20121_1,836,5
55_113_20403_4,837,5
55_99_20485_1,838,5
55_41_20221_4,839,5
55_41_20359_1,840,5
55_93_20230_4,841,5
55_135_20304_2,842,5
55_123_20324_1,843,5
55_31_20174_3,844,5
55_125_20504_1,845,5
55_67_20352_4,846,5
55_51_20133_3,847,5
55_113_20536_3,848,5
55_91_10236_1,849,5
55_67_20313_2,850,5
55_41_20269_3,851,5
55_107_20135_4,852,5
55_19_20591_2,853,5
55_41_20221_1,854,5
55_41_20025_2,855,5
55_113_20499_2,856,5
55_67_20131_1,857,5
55_73_20013_1,858,5
55_113_20001_1,859,5
55_67_20395_3,860,5
55_113_20511_3,861,5
55_7_20049_2,862,5
55_3_20278_1,863,5
55_113_20227_3,864,5
55_31_20294_3,865,5
55_31_20295_3,866,5
55_51_20428_4,867,5
55_113_20111_4,868,5
55_25_20106_1,869,5
55_125_20442_3,870,5
55_33_20143_4,871,5
55_113_20650_2,872,5
55_99_20495_4,873,5
55_93_20279_1,874,5
55_67_20408_2,875,5
55_107_20166_1,876,5
55_71_20350_2,877,5
55_41_20322_4,878,5
55_123_20240_3,879,5
55_67_20324_1,880,5
55_41_20153_4,881,5
55_51_20429_3,882,5
55_7_20689_4,883,5
55_41_20168_1,884,5
55_123_20362_1,885,5
55_85_20266_2,886,5
55_73_20686_4,887,5
55_67_20351_3,888,5
55_113_20593_2,889,5
55_41_20373_1,890,5
55_95_20493_4,891,5
55_69_20031_1,892,5
55_25_20106_4,893,5
55_3_20052_3,894,5
55_67_20370_1,895,5
55_119_20317_2,896,5
55_41_20353_2,897,5
55_73_20120_2,898,5
55_113_20145_4,899,5
55_67_20448_3,900,5
55_67_20416_4,901,5
55_67_20442_2,902,5
55_41_20373_3,903,5
55_3_20164_2,904,5
55_33_20325_1,905,5
55_78_20064_2,906,5
55_51_20382_2,907,5
55_51_20406_1,908,5
55_3_20327_2,909,5
55_3_20052_1,910,5
55_91_10236_3,911,5
55_85_20266_4,912,5
55_3_20558_2,913,5
55_41_20397_2,914,5
55_41_20013_1,915,5
55_23_20229_2,916,5
55_17_20522_4,917,5
55_51_20108_1,918,5
55_41_20214_2,919,5
55_73_20761_2,920,5
55_113_20383_4,921,5
55_119_20421_1,922,5
55_113_29009_4,923,5
55_135_20363_2,924,5
55_3_20217_4,925,5
55_3_20411_3,926,5
55_41_20420_3,927,5
55_41_20023_3,928,5
55_19_20389_4,929,5
55_13_20392_3,930,5
55_73_20674_4,931,5
55_7_20645_2,932,5
55_129_20133_4,933,5
55_107_20055_3,934,5
55_81_20341_2,935,5
55_41_20357_4,936,5
55_78_20242_3,937,5
55_3_20225_4,938,5
55_75_20562_1,939,5
55_3_20018_3,940,5
55_85_20019_3,941,5
55_53_20331_3,942,5
55_129_20314_1,943,5
55_3_20504_4,944,5
55_107_20184_4,945,5
55_57_20007_1,946,5
55_67_20246_4,947,5
55_119_20231_3,948,5
55_67_20248_3,949,5
55_129_20408_1,950,5
55_41_20289_3,951,5
55_31_20174_4,952,5
55_75_20532_3,953,5
55_11_20074_1,954,5
55_121_20226_2,955,5
55_107_20155_4,956,5
55_73_20684_1,957,5
55_17_20106_1,958,5
55_141_20380_3,959,5
55_33_20231_2,960,5
55_113_20211_4,961,5
55_129_20220_3,962,5
55_19_20296_3,963,5
55_7_20596_4,964,5
55_33_20319_2,965,5
55_99_20596_2,966,5
55_31_20091_3,967,5
55_129_20028_2,968,5
55_75_20612_3,969,5
55_17_20493_4,970,5
55_17_20406_1,971,5
55_125_20384_2,972,5
55_85_20079_2,973,5
55_119_20148_2,974,5
55_83_20171_3,975,5
55_13_20445_3,976,5
55_63_20158_3,977,5
55_29_20325_1,978,5
55_125_20043_4,979,5
55_3_20550_2,980,5
55_31_20654_3,981,5
55_7_20696_4,982,5
55_67_20343_3,983,5
55_19_20567_2,984,5
55_113_20436_1,985,5
55_7_20554_2,986,5
55_107_20388_3,987,5
55_7_20014_2,988,5
55_31_20330_3,989,5
55_31_20306_1,990,5
55_119_20089_1,991,5
55_99_20197_2,992,5
55_29_20087_3,993,5
55_85_20610_3,994,5
55_33_20186_2,995,5
55_25_20226_2,996,5
55_23_20181_1,997,5
55_63_20114_1,998,5
55_43_20324_3,999,5
55_111_20418_3,1000,5
55_43_20434_1,1001,5
55_103_20178_3,1002,5
55_107_20430_4,1003,5
55_29_20454_4,1004,5
55_111_20180_2,1005,5
55_103_20209_2,1006,5
55_63_20114_3,1007,5
55_103_20262_1,1008,5
55_123_20202_1,1009,5
55_43_20135_3,1010,5
55_83_20099_4,1011,5
55_93_20235_4,1012,5
55_19_20128_4,1013,5
55_95_20383_1,1014,5
55_77_20225_1,1015,5
55_121_20360_1,1016,5
55_25_20289_3,1017,5
55_107_20062_1,1018,5
55_115_20395_1,1019,5
55_107_20433_2,1020,5
55_123_20160_1,1021,5
55_17_20226_1,1022,5
55_49_20029_4,1023,5
55_121_20127_4,1024,5
55_137_20259_1,1025,5
55_111_20010_4,1026,5
55_141_20384_1,1027,5
55_53_20143_4,1028,5
55_81_20470_1,1029,5
55_123_20100_3,1030,5
55_25_20050_1,1031,5
55_11_20163_3,1032,5
55_63_20100_3,1033,5
55_123_20028_3,1034,5
55_75_20035_3,1035,5
55_115_20413_1,1036,5
55_67_20337_1,1037,5
55_51_20348_4,1038,5
55_5_20178_3,1039,5
55_23_20121_4,1040,5
55_119_20313_3,1041,5
55_115_20450_3,1042,5
55_3_20591_2,1043,5
55_33_20246_2,1044,5
55_71_20383_3,1045,5
55_83_20439_4,1046,5
55_41_20276_1,1047,5
55_95_20099_3,1048,5
55_29_20145_2,1049,5
55_3_20256_3,1050,5
55_3_20155_3,1051,5
55_67_20019_2,1052,5
55_67_20111_3,1053,5
55_19_20592_2,1054,5
55_99_20314_4,1055,5
55_67_20338_4,1056,5
55_113_20230_1,1057,5
55_115_20332_3,1058,5
55_135_20318_4,1059,5
55_3_20216_4,1060,5
55_123_20148_4,1061,5
55_41_20296_4,1062,5
55_113_20315_4,1063,5
55_115_20451_2,1064,5
55_23_20168_4,1065,5
55_123_20343_2,1066,5
55_123_20238_4,1067,5
